ds,y
2016-02-02,2927
2016-02-03,1130
2016-02-04,1120
2016-02-05,840
2016-02-06,2058
2016-02-07,2128
2016-02-08,3221
2016-02-09,7060
2016-02-10,9949
2016-02-11,3098
2016-02-12,357
2016-02-13,2742
2016-02-14,2042
2016-02-15,696
2016-02-16,994
2016-02-17,1429
2016-02-18,1622
2016-02-19,1630
2016-02-20,6626
2016-02-21,5102
2016-02-22,1398
2016-02-23,1726
2016-02-24,1333
2016-02-25,1538
2016-02-26,2519
2016-02-27,6519
2016-02-28,4970
2016-02-29,1233
2016-03-01,4507
2016-03-02,2146
2016-03-03,1783
2016-03-04,2783
2016-03-05,1405
2016-03-06,11564
2016-03-07,1480
2016-03-08,11521
2016-03-09,1255
2016-03-10,1184
2016-03-11,2305
2016-03-12,7460
2016-03-13,6352
2016-03-14,2385
2016-03-15,2541
2016-03-16,2697
2016-03-17,2529
2016-03-18,2836
2016-03-19,33131
2016-03-20,34360
2016-03-21,3537
2016-03-22,3338
2016-03-23,2787
2016-03-24,2438
2016-03-25,3291
2016-03-26,21748
2016-03-27,30489
2016-03-28,4136
2016-03-29,2248
2016-03-30,4857
2016-03-31,4758
2016-04-01,7537
2016-04-02,37787
2016-04-03,9952
2016-04-04,6813
2016-04-05,7452
2016-04-06,9032
2016-04-07,5013
2016-04-08,11370
2016-04-09,32879
2016-04-10,33139
2016-04-11,11313
2016-04-12,12028
2016-04-13,26405
2016-04-14,7079
2016-04-15,14228
2016-04-16,14154
2016-04-17,14205
2016-04-18,5862
2016-04-19,12051
2016-04-20,6493
2016-04-21,3489
2016-04-22,9794
2016-04-23,14361
2016-04-24,19642
2016-04-25,19979
2016-04-26,11099
2016-04-27,9335
2016-04-28,11151
2016-04-29,15084
2016-04-30,21736
2016-05-01,31290
2016-05-02,7756
2016-05-03,754
2016-05-04,11015
2016-05-05,58688
2016-05-06,8162
2016-05-07,26612
2016-05-08,19719
2016-05-09,6883
2016-05-10,2258
2016-05-11,7812
2016-05-12,17015
2016-05-13,17536
2016-05-14,33879
2016-05-15,14485
2016-05-16,5422
2016-05-17,8423
2016-05-18,7567
2016-05-19,10067
2016-05-20,23976
2016-05-21,24125
2016-05-22,19183
2016-05-23,5807
2016-05-24,4843
2016-05-25,8512
2016-05-26,11009
2016-05-27,13374
2016-05-28,30005
2016-05-29,30541
2016-05-30,6632
2016-05-31,8769
2016-06-01,7844
2016-06-02,11330
2016-06-03,12958
2016-06-04,34000
2016-06-05,42107
2016-06-06,39520
2016-06-07,7422
2016-06-08,6219
2016-06-09,5542
2016-06-10,8090
2016-06-11,15926
2016-06-12,14275
2016-06-13,3902
2016-06-14,3691
2016-06-15,867
2016-06-16,4605
2016-06-17,4522
2016-06-18,14033
2016-06-19,13094
2016-06-20,4436
2016-06-21,2819
2016-06-22,1635
2016-06-23,3688
2016-06-24,1527
2016-06-25,13869
2016-06-26,13373
2016-06-27,3074
2016-06-28,2691
2016-06-29,2462
2016-06-30,2388
2016-07-01,2740
2016-07-02,9211
2016-07-03,10969
2016-07-04,709
2016-07-05,257
2016-07-06,1858
2016-07-07,2088
2016-07-08,3147
2016-07-09,5552
2016-07-10,4758
2016-07-11,1615
2016-07-12,11728
2016-07-13,4083
2016-07-14,2135
2016-07-15,3147
2016-07-16,1012
2016-07-17,9639
2016-07-18,2915
2016-07-19,2358
2016-07-20,1762
2016-07-21,1870
2016-07-22,1439
2016-07-23,4356
2016-07-24,4753
2016-07-25,2073
2016-07-26,1868
2016-07-27,1487
2016-07-28,2450
2016-07-29,5277
2016-07-30,6221
2016-07-31,5344
2016-08-01,4637
2016-08-02,4502
2016-08-03,3120
2016-08-04,1732
2016-08-05,1794
2016-08-06,3119
2016-08-07,2649
2016-08-08,1149
2016-08-09,1249
2016-08-10,1232
2016-08-11,1150
2016-08-12,1246
2016-08-13,3241
2016-08-14,6230
2016-08-15,4341
2016-08-16,1462
2016-08-17,1483
2016-08-18,11404
2016-08-19,5373
2016-08-20,5552
2016-08-21,4465
2016-08-22,1120
2016-08-23,1164
2016-08-24,1367
2016-08-25,1309
2016-08-26,2629
2016-08-27,19107
2016-08-28,18301
2016-08-29,3682
2016-08-30,3409
2016-08-31,20690
2016-09-01,2742
2016-09-02,2909
2016-09-03,20056
2016-09-04,19892
2016-09-05,2854
2016-09-06,2837
2016-09-07,2589
2016-09-08,1735
2016-09-09,8871
2016-09-10,16109
2016-09-11,19596
2016-09-12,2993
2016-09-13,4417
2016-09-14,11915
2016-09-15,18344
2016-09-16,33150
2016-09-17,20041
2016-09-18,21686
2016-09-19,3372
2016-09-20,4472
2016-09-21,3841
2016-09-22,4594
2016-09-23,5740
2016-09-24,23623
2016-09-25,21194
2016-09-26,3730
2016-09-27,1489
2016-09-28,4046
2016-09-29,5611
2016-09-30,7913
2016-10-01,27750
2016-10-02,1866
2016-10-03,30857
2016-10-04,17287
2016-10-05,4928
2016-10-06,8801
2016-10-07,8706
2016-10-08,16569
2016-10-09,23133
2016-10-10,4673
2016-10-11,9443
2016-10-12,5915
2016-10-13,8706
2016-10-14,11918
2016-10-15,23661
2016-10-16,8565
2016-10-17,5132
2016-10-18,8260
2016-10-19,8715
2016-10-20,8113
2016-10-21,11320
2016-10-22,28381
2016-10-23,14517
2016-10-24,8414
2016-10-25,2602
2016-10-26,6919
2016-10-27,7328
2016-10-28,6568
2016-10-29,15404
2016-10-30,17747
2016-10-31,2102
2016-11-01,2328
2016-11-02,7536
2016-11-03,3293
2016-11-04,4865
2016-11-05,14457
2016-11-06,19587
2016-11-07,5756
2016-11-08,2586
2016-11-09,2640
2016-11-10,1942
2016-11-11,3721
2016-11-12,13967
2016-11-13,13489
2016-11-14,1826
2016-11-15,2217
2016-11-16,2038
2016-11-17,3501
2016-11-18,2362
2016-11-19,9994
2016-11-20,24431
2016-11-21,2242
2016-11-22,1435
2016-11-23,1029
2016-11-24,886
2016-11-25,1827
2016-11-26,2339
2016-11-27,3841
2016-11-28,1186
2016-11-29,1252
2016-11-30,986
2016-12-01,1492
2016-12-02,1244
2016-12-03,5734
2016-12-04,4379
2016-12-05,958
2016-12-06,1010
2016-12-07,1315
2016-12-08,1099
2016-12-09,1250
2016-12-10,2411
2016-12-11,3247
2016-12-12,1063
2016-12-13,1327
2016-12-14,936
2016-12-15,704
2016-12-16,569
2016-12-17,2415
2016-12-18,0
2016-12-19,0
2016-12-20,0
2016-12-21,0
2016-12-22,0
2016-12-23,0
2016-12-24,0
2016-12-25,0
2016-12-26,0
2016-12-27,0
2016-12-28,0
2016-12-29,0
2016-12-30,0
2016-12-31,0
2017-01-01,0
2017-01-02,0
2017-01-03,0
2017-01-04,0
2017-01-05,0
2017-01-06,0
2017-01-07,0
2017-01-08,0
2017-01-09,0
2017-01-10,0
2017-01-11,0
2017-01-12,0
2017-01-13,0
2017-01-14,0
2017-01-15,0
2017-01-16,0
2017-01-17,0
2017-01-18,0
2017-01-19,0
2017-01-20,0
2017-01-21,0
2017-01-22,0
2017-01-23,0
2017-01-24,0
2017-01-25,0
2017-01-26,0
2017-01-27,0
2017-01-28,0
2017-01-29,0
2017-01-30,0
2017-01-31,0
2017-02-01,0
2017-02-02,0
2017-02-03,0
2017-02-04,0
2017-02-05,0
2017-02-06,0
2017-02-07,0
2017-02-08,0
2017-02-09,0
2017-02-10,0
2017-02-11,0
2017-02-12,0
2017-02-13,0
2017-02-14,0
2017-02-15,0
2017-02-16,0
2017-02-17,0
2017-02-18,0
2017-02-19,0
2017-02-20,0
2017-02-21,0
2017-02-22,0
2017-02-23,0
2017-02-24,0
2017-02-25,0
2017-02-26,0
2017-02-27,0
2017-02-28,0
2017-03-01,0
2017-03-02,0
2017-03-03,0
2017-03-04,0
2017-03-05,0
2017-03-06,0
2017-03-07,0
2017-03-08,0
2017-03-09,0
2017-03-10,0
2017-03-11,0
2017-03-12,0
2017-03-13,0
2017-03-14,0
2017-03-15,0
2017-03-16,0
2017-03-17,0
2017-03-18,0
2017-03-19,0
2017-03-20,0
2017-03-21,0
2017-03-22,0
2017-03-23,0
2017-03-24,0
2017-03-25,0
2017-03-26,0
2017-03-27,0
2017-03-28,2
2017-03-29,7
2017-03-30,2417
2017-03-31,1319
2017-04-01,17120
2017-04-02,32539
2017-04-03,3045
2017-04-04,3624
2017-04-05,1075
2017-04-06,1610
2017-04-07,6303
2017-04-08,40997
2017-04-09,39500
2017-04-10,7608
2017-04-11,7066
2017-04-12,7594
2017-04-13,7754
2017-04-14,3073
2017-04-15,31859
2017-04-16,37292
2017-04-17,2056
2017-04-18,2881
2017-04-19,17954
2017-04-20,3459
2017-04-21,7296
2017-04-22,30918
2017-04-23,40266
2017-04-24,6063
2017-04-25,5697
2017-04-26,7383
2017-04-27,7667
2017-04-28,9566
2017-04-29,21556
2017-04-30,26801
2017-05-01,23315
2017-05-02,13962
2017-05-03,31074
2017-05-04,25356
2017-05-05,46572
2017-05-06,10132
2017-05-07,7764
2017-05-08,3905
2017-05-09,4025
2017-05-10,4596
2017-05-11,5835
2017-05-12,18870
2017-05-13,7932
2017-05-14,31525
2017-05-15,6445
2017-05-16,6263
2017-05-17,6553
2017-05-18,8497
2017-05-19,12343
2017-05-20,23045
2017-05-21,24850
2017-05-22,4899
2017-05-23,5406
2017-05-24,6375
2017-05-25,7881
2017-05-26,12741
2017-05-27,33994
2017-05-28,39454
2017-05-29,7383
2017-05-30,8859
2017-05-31,6935
2017-06-01,9236
2017-06-02,10985
2017-06-03,33394
2017-06-04,36524
2017-06-05,18672
2017-06-06,22679
2017-06-07,1885
2017-06-08,23454
2017-06-09,15580
2017-06-10,21649
2017-06-11,23646
2017-06-12,3640
2017-06-13,3957
2017-06-14,4178
2017-06-15,7032
2017-06-16,3341
2017-06-17,10298
2017-06-18,8756
2017-06-19,2177
2017-06-20,2559
2017-06-21,2228
2017-06-22,12977
2017-06-23,2157
2017-06-24,6264
2017-06-25,6235
2017-06-26,1284
2017-06-27,2268
2017-06-28,2148
2017-06-29,2150
2017-06-30,2139
2017-07-01,7864
2017-07-02,1474
2017-07-03,814
2017-07-04,1752
2017-07-05,1378
2017-07-06,1280
2017-07-07,880
2017-07-08,1738
2017-07-09,3515
2017-07-10,344
2017-07-11,1505
2017-07-12,1619
2017-07-13,1204
2017-07-14,1386
2017-07-15,1979
2017-07-16,4628
2017-07-17,1193
2017-07-18,1492
2017-07-19,1201
2017-07-20,971
2017-07-21,1107
2017-07-22,2578
2017-07-23,706
2017-07-24,724
2017-07-25,1345
2017-07-26,1317
2017-07-27,10935
2017-07-28,795
2017-07-29,5868
2017-07-30,5904
2017-07-31,1798
2017-08-01,4020
2017-08-02,2004
2017-08-03,2013
2017-08-04,2190
2017-08-05,2812
2017-08-06,2402
2017-08-07,1267
2017-08-08,1562
2017-08-09,1645
2017-08-10,969
2017-08-11,1923
2017-08-12,6442
2017-08-13,10543
2017-08-14,1899
2017-08-15,838
2017-08-16,2034
2017-08-17,1916
2017-08-18,2816
2017-08-19,10759
2017-08-20,1478
2017-08-21,4418
2017-08-22,2452
2017-08-23,736
2017-08-24,583
2017-08-25,2300
2017-08-26,14543
2017-08-27,16895
2017-08-28,1487
2017-08-29,3466
2017-08-30,2868
2017-08-31,3237
2017-09-01,3450
2017-09-02,23376
2017-09-03,24081
2017-09-04,2974
2017-09-05,2219
2017-09-06,1810
2017-09-07,4479
2017-09-08,4182
2017-09-09,17366
2017-09-10,16634
2017-09-11,10969
2017-09-12,3821
2017-09-13,3885
2017-09-14,3023
2017-09-15,5730
2017-09-16,20957
2017-09-17,21809
2017-09-18,4204
2017-09-19,2329
2017-09-20,6158
2017-09-21,4822
2017-09-22,7309
2017-09-23,17561
2017-09-24,14583
2017-09-25,2528
2017-09-26,3596
2017-09-27,2501
2017-09-28,4034
2017-09-29,6566
2017-09-30,12744
2017-10-01,6466
2017-10-02,21480
2017-10-03,16708
2017-10-04,19807
2017-10-05,32926
2017-10-06,21127
2017-10-07,32270
2017-10-08,29360
2017-10-09,21209
2017-10-10,2310
2017-10-11,2116
2017-10-12,3957
2017-10-13,6423
2017-10-14,17049
2017-10-15,19678
2017-10-16,6730
2017-10-17,14055
2017-10-18,5030
2017-10-19,5939
2017-10-20,10398
2017-10-21,22746
2017-10-22,25137
2017-10-23,4553
2017-10-24,19472
2017-10-25,4660
2017-10-26,5141
2017-10-27,8469
2017-10-28,26958
2017-10-29,19618
2017-10-30,3359
2017-10-31,5796
2017-11-01,3393
2017-11-02,2703
2017-11-03,3182
2017-11-04,12132
2017-11-05,12814
2017-11-06,3362
2017-11-07,3520
2017-11-08,2678
2017-11-09,3103
2017-11-10,2371
2017-11-11,8042
2017-11-12,9328
2017-11-13,1614
2017-11-14,2015
2017-11-15,1417
2017-11-16,1260
2017-11-17,1402
2017-11-18,2787
2017-11-19,1947
2017-11-20,870
2017-11-21,1588
2017-11-22,1056
2017-11-23,1939
2017-11-24,753
2017-11-25,1390
2017-11-26,2515
2017-11-27,1073
2017-11-28,1163
2017-11-29,804
2017-11-30,11328
2017-12-01,728
2017-12-02,2177
2017-12-03,2001
2017-12-04,724
2017-12-05,632
2017-12-06,728
2017-12-07,917
2017-12-08,650
2017-12-09,1802
2017-12-10,1030
2017-12-11,485
2017-12-12,326
2017-12-13,472
2017-12-14,765
2017-12-15,633
2017-12-16,1211
2017-12-17,1010
2017-12-18,421
2017-12-19,668
2017-12-20,2985
2017-12-21,659
2017-12-22,805
2017-12-23,1930
2017-12-24,406
2017-12-25,2042
2017-12-26,784
2017-12-27,492
2017-12-28,785
2017-12-29,872
2017-12-30,1539
2017-12-31,1893
2018-01-01,2336
2018-01-02,999
2018-01-03,696
2018-01-04,678
2018-01-05,762
2018-01-06,1947
2018-01-07,1891
2018-01-08,640
2018-01-09,529
2018-01-10,385
2018-01-11,312
2018-01-12,235
2018-01-13,1016
2018-01-14,1655
2018-01-15,652
2018-01-16,703
2018-01-17,638
2018-01-18,1503
2018-01-19,926
2018-01-20,2084
2018-01-21,2132
2018-01-22,855
2018-01-23,366
2018-01-24,128
2018-01-25,162
2018-01-26,222
2018-01-27,660
2018-01-28,969
2018-01-29,412
2018-01-30,9661
2018-01-31,591
2018-02-01,681
2018-02-02,709
2018-02-03,1054
2018-02-04,790
2018-02-05,355
2018-02-06,375
2018-02-07,420
2018-02-08,725
2018-02-09,658
2018-02-10,1869
2018-02-11,1162
2018-02-12,508
2018-02-13,734
2018-02-14,819
2018-02-15,1797
2018-02-16,3130
2018-02-17,3625
2018-02-18,3414
2018-02-19,1572
2018-02-20,1246
2018-02-21,1170
2018-02-22,1356
2018-02-23,1083
2018-02-24,3378
2018-02-25,6156
2018-02-26,2260
2018-02-27,1522
2018-02-28,629
2018-03-01,3302
2018-03-02,1512
2018-03-03,14569
2018-03-04,3645
2018-03-05,1050
2018-03-06,1764
2018-03-07,1444
2018-03-08,608
2018-03-09,1381
2018-03-10,10762
2018-03-11,14518
2018-03-12,1571
2018-03-13,1838
2018-03-14,3043
2018-03-15,391
2018-03-16,2122
2018-03-17,21733
2018-03-18,11373
2018-03-19,789
2018-03-20,1243
2018-03-21,2186
2018-03-22,1581
2018-03-23,1931
2018-03-24,8447
2018-03-25,7391
2018-03-26,1240
2018-03-27,1310
2018-03-28,1839
2018-03-29,1608
2018-03-30,3700
2018-03-31,24659
2018-04-01,15199
2018-04-02,2791
2018-04-03,3722
2018-04-04,2591
2018-04-05,995
2018-04-06,3935
2018-04-07,12785
2018-04-08,12752
2018-04-09,5800
2018-04-10,7269
2018-04-11,4218
2018-04-12,7277
2018-04-13,8718
2018-04-14,2105
2018-04-15,21427
2018-04-16,5495
2018-04-17,5177
2018-04-18,5664
2018-04-19,5079
2018-04-20,5374
2018-04-21,32710
2018-04-22,7720
2018-04-23,288
2018-04-24,4362
2018-04-25,8668
2018-04-26,15871
2018-04-27,14363
2018-04-28,22985
2018-04-29,29888
2018-04-30,15119
2018-05-01,22381
2018-05-02,1356
2018-05-03,9115
2018-05-04,11421
2018-05-05,52414
2018-05-06,3376
2018-05-07,32912
2018-05-08,5736
2018-05-09,5909
2018-05-10,6779
2018-05-11,9835
2018-05-12,1361
2018-05-13,23235
2018-05-14,4114
2018-05-15,4839
2018-05-16,899
2018-05-17,1312
2018-05-18,5501
2018-05-19,33710
2018-05-20,30619
2018-05-21,19330
2018-05-22,28541
2018-05-23,6331
2018-05-24,6448
2018-05-25,8503
2018-05-26,27805
2018-05-27,32430
2018-05-28,27295
2018-05-29,8757
2018-05-30,7342
2018-05-31,26334
2018-06-01,10022
2018-06-02,26445
2018-06-03,25909
2018-06-04,5991
2018-06-05,9082
2018-06-06,30074
2018-06-07,6199
2018-06-08,7217
2018-06-09,18094
2018-06-10,19413
2018-06-11,3645
2018-06-12,5568
2018-06-13,18099
2018-06-14,1782
2018-06-15,4381
2018-06-16,15226
2018-06-17,12319
2018-06-18,2443
2018-06-19,3811
2018-06-20,3240
2018-06-21,2905
2018-06-22,16046
2018-06-23,8894
2018-06-24,6649
2018-06-25,2331
2018-06-26,13768
2018-06-27,2005
2018-06-28,1979
2018-06-29,8115
2018-06-30,3624
2018-07-01,413
2018-07-02,341
2018-07-03,1794
2018-07-04,1591
2018-07-05,1309
2018-07-06,2443
2018-07-07,11213
2018-07-08,12260
2018-07-09,584
2018-07-10,1630
2018-07-11,1424
2018-07-12,2538
2018-07-13,1368
2018-07-14,3980
2018-07-15,3050
2018-07-16,873
2018-07-17,1159
2018-07-18,14718
2018-07-19,928
2018-07-20,768
2018-07-21,1557
2018-07-22,1292
2018-07-23,612
2018-07-24,529
2018-07-25,657
2018-07-26,722
2018-07-27,1856
2018-07-28,1441
2018-07-29,1659
2018-07-30,944
2018-07-31,1349
2018-08-01,613
2018-08-02,824
2018-08-03,757
2018-08-04,1626
2018-08-05,1703
2018-08-06,833
2018-08-07,843
2018-08-08,736
2018-08-09,1079
2018-08-10,743
2018-08-11,2098
2018-08-12,3140
2018-08-13,881
2018-08-14,945
2018-08-15,1808
2018-08-16,761
2018-08-17,1699
2018-08-18,7899
2018-08-19,7385
2018-08-20,1330
2018-08-21,1199
2018-08-22,1513
2018-08-23,538
2018-08-24,491
2018-08-25,10283
2018-08-26,5467
2018-08-27,560
2018-08-28,649
2018-08-29,4352
2018-08-30,1081
2018-08-31,2377
2018-09-01,15225
2018-09-02,15571
2018-09-03,693
2018-09-04,2221
2018-09-05,2932
2018-09-06,2396
2018-09-07,3492
2018-09-08,22134
2018-09-09,23277
2018-09-10,3343
2018-09-11,3560
2018-09-12,3044
2018-09-13,3203
2018-09-14,3135
2018-09-15,10695
2018-09-16,9068
2018-09-17,3030
2018-09-18,3332
2018-09-19,7349
2018-09-20,1700
2018-09-21,744
2018-09-22,14361
2018-09-23,13248
2018-09-24,19668
2018-09-25,29706
2018-09-26,21185
2018-09-27,5170
2018-09-28,5922
2018-09-29,22374
2018-09-30,19909
2018-10-01,3217
2018-10-02,4876
2018-10-03,27531
2018-10-04,4174
2018-10-05,1429
2018-10-06,1362
2018-10-07,22118
2018-10-08,11637
2018-10-09,27529
2018-10-10,3387
2018-10-11,5084
2018-10-12,8315
2018-10-13,16659
2018-10-14,17793
2018-10-15,7598
2018-10-16,4875
2018-10-17,5929
2018-10-18,5157
2018-10-19,11392
2018-10-20,22553
2018-10-21,21435
2018-10-22,4487
2018-10-23,2406
2018-10-24,5253
2018-10-25,6667
2018-10-26,14290
2018-10-27,21614
2018-10-28,4930
2018-10-29,3347
2018-10-30,3787
2018-10-31,5754
2018-11-01,3938
2018-11-02,5172
2018-11-03,16702
2018-11-04,15942
2018-11-05,2789
2018-11-06,2119
2018-11-07,1324
2018-11-08,578
2018-11-09,2938
2018-11-10,6276
2018-11-11,5210
2018-11-12,2329
2018-11-13,2249
2018-11-14,2226
2018-11-15,1920
2018-11-16,1631
2018-11-17,6684
2018-11-18,6419
2018-11-19,1390
2018-11-20,1440
2018-11-21,895
2018-11-22,4978
2018-11-23,1218
2018-11-24,1414
2018-11-25,3724
2018-11-26,1180
2018-11-27,927
2018-11-28,896
2018-11-29,8480
2018-11-30,1002
2018-12-01,4028
2018-12-02,3394
2018-12-03,356
2018-12-04,612
2018-12-05,824
2018-12-06,878
2018-12-07,449
2018-12-08,813
2018-12-09,813
2018-12-10,557
2018-12-11,997
2018-12-12,2092
2018-12-13,856
2018-12-14,459
2018-12-15,1392
2018-12-16,1141
2018-12-17,663
2018-12-18,872
2018-12-19,809
2018-12-20,882
2018-12-21,1630
2018-12-22,1993
2018-12-23,2968
2018-12-24,991
2018-12-25,2416
2018-12-26,763
2018-12-27,3948
2018-12-28,364
2018-12-29,747
2018-12-30,933
2018-12-31,842
2019-01-01,1551
2019-01-02,639
2019-01-03,785
2019-01-04,691
2019-01-05,1609
2019-01-06,2065
2019-01-07,786
2019-01-08,806
2019-01-09,532
2019-01-10,847
2019-01-11,828
2019-01-12,1857
2019-01-13,1708
2019-01-14,435
2019-01-15,495
2019-01-16,680
2019-01-17,1224
2019-01-18,813
2019-01-19,1748
2019-01-20,2071
2019-01-21,734
2019-01-22,990
2019-01-23,761
2019-01-24,1012
2019-01-25,890
2019-01-26,2028
2019-01-27,2407
2019-01-28,706
2019-01-29,949
2019-01-30,721
2019-01-31,1629
2019-02-01,633
2019-02-02,1645
2019-02-03,405
2019-02-04,2589
2019-02-05,3955
2019-02-06,4087
2019-02-07,1000
2019-02-08,776
2019-02-09,1781
2019-02-10,1674
2019-02-11,736
2019-02-12,1056
2019-02-13,923
2019-02-14,1303
2019-02-15,587
2019-02-16,1900
2019-02-17,2859
2019-02-18,1101
2019-02-19,517
2019-02-20,836
2019-02-21,1003
2019-02-22,1009
2019-02-23,4099
2019-02-24,7525
2019-02-25,1442
2019-02-26,2292
2019-02-27,2606
2019-02-28,2136
2019-03-01,6275
2019-03-02,5519
2019-03-03,4403
2019-03-04,823
2019-03-05,657
2019-03-06,514
2019-03-07,1198
2019-03-08,1631
2019-03-09,17859
2019-03-10,9275
2019-03-11,1030
2019-03-12,1332
2019-03-13,1064
2019-03-14,1361
2019-03-15,971
2019-03-16,8756
2019-03-17,15743
2019-03-18,1961
2019-03-19,2078
2019-03-20,759
2019-03-21,1150
2019-03-22,1495
2019-03-23,3583
2019-03-24,12824
2019-03-25,1540
2019-03-26,1759
2019-03-27,1127
2019-03-28,1682
2019-03-29,2877
2019-03-30,2466
2019-03-31,4444
2019-04-01,1876
2019-04-02,2081
2019-04-03,3957
2019-04-04,3060
2019-04-05,4100
2019-04-06,11272
2019-04-07,31924
2019-04-08,5501
2019-04-09,3029
2019-04-10,2124
2019-04-11,8577
2019-04-12,9296
2019-04-13,39200
2019-04-14,5017
2019-04-15,6556
2019-04-16,6982
2019-04-17,6040
2019-04-18,4791
2019-04-19,6494
2019-04-20,29419
2019-04-21,19874
2019-04-22,4445
2019-04-23,3905
2019-04-24,3475
2019-04-25,6869
2019-04-26,3550
2019-04-27,23777
2019-04-28,17964
2019-04-29,3283
2019-04-30,6833
2019-05-01,27480
2019-05-02,8130
2019-05-03,10742
2019-05-04,18519
2019-05-05,44408
2019-05-06,33023
2019-05-07,5687
2019-05-08,4727
2019-05-09,6725
2019-05-10,8854
2019-05-11,18246
2019-05-12,18523
2019-05-13,4347
2019-05-14,7682
2019-05-15,7247
2019-05-16,6353
2019-05-17,10098
2019-05-18,17429
2019-05-19,3819
2019-05-20,4919
2019-05-21,8674
2019-05-22,7272
2019-05-23,7213
2019-05-24,8406
2019-05-25,24393
2019-05-26,26728
2019-05-27,2315
2019-05-28,10525
2019-05-29,9179
2019-05-30,20503
2019-05-31,9912
2019-06-01,27447
2019-06-02,26532
2019-06-03,7139
2019-06-04,7611
2019-06-05,8058
2019-06-06,23045
2019-06-07,3695
2019-06-08,28258
2019-06-09,16608
2019-06-10,4156
2019-06-11,5816
2019-06-12,5875
2019-06-13,4444
2019-06-14,4524
2019-06-15,14007
2019-06-16,15763
2019-06-17,4230
2019-06-18,3168
2019-06-19,3295
2019-06-20,4354
2019-06-21,3540
2019-06-22,13684
2019-06-23,12372
2019-06-24,4004
2019-06-25,3121
2019-06-26,3037
2019-06-27,2670
2019-06-28,18209
2019-06-29,5826
2019-06-30,10505
2019-07-01,2643
2019-07-02,2693
2019-07-03,2163
2019-07-04,2288
2019-07-05,1961
2019-07-06,4264
2019-07-07,4724
2019-07-08,2057
2019-07-09,2395
2019-07-10,2029
2019-07-11,1717
2019-07-12,2687
2019-07-13,7831
2019-07-14,6881
2019-07-15,1677
2019-07-16,2301
2019-07-17,1956
2019-07-18,3260
2019-07-19,1972
2019-07-20,3085
2019-07-21,3529
2019-07-22,2046
2019-07-23,1987
2019-07-24,1382
2019-07-25,1247
2019-07-26,13321
2019-07-27,3451
2019-07-28,1761
2019-07-29,3538
2019-07-30,2847
2019-07-31,1341
2019-08-01,3820
2019-08-02,3668
2019-08-03,3467
2019-08-04,3250
2019-08-05,1835
2019-08-06,7986
2019-08-07,1979
2019-08-08,2032
2019-08-09,1668
2019-08-10,2567
2019-08-11,3439
2019-08-12,1210
2019-08-13,1967
2019-08-14,1654
2019-08-15,1902
2019-08-16,4369
2019-08-17,6212
2019-08-18,8452
2019-08-19,2636
2019-08-20,2212
2019-08-21,2110
2019-08-22,1972
2019-08-23,2645
2019-08-24,11566
2019-08-25,11789
2019-08-26,2603
2019-08-27,2493
2019-08-28,2461
2019-08-29,5980
2019-08-30,3086
2019-08-31,16210
2019-09-01,15539
2019-09-02,3111
2019-09-03,2907
2019-09-04,1577
2019-09-05,1881
2019-09-06,2115
2019-09-07,0
2019-09-08,7150
2019-09-09,2042
2019-09-10,2104
2019-09-11,2887
2019-09-12,6577
2019-09-13,20939
2019-09-14,17237
2019-09-15,15303
2019-09-16,4299
2019-09-17,3728
2019-09-18,4289
2019-09-19,4548
2019-09-20,5680
2019-09-21,11244
2019-09-22,2243
2019-09-23,4116
2019-09-24,5253
2019-09-25,5065
2019-09-26,12240
2019-09-27,5741
2019-09-28,23754
2019-09-29,20082
2019-09-30,5215
2019-10-01,4118
2019-10-02,2873
2019-10-03,15959
2019-10-04,12504
2019-10-05,16990
2019-10-06,20218
2019-10-07,1075
2019-10-08,7387
2019-10-09,26155
2019-10-10,4774
2019-10-11,7066
2019-10-12,18687
2019-10-13,19074
2019-10-14,4043
2019-10-15,5450
2019-10-16,5247
2019-10-17,7714
2019-10-18,9367
2019-10-19,19788
2019-10-20,16776
2019-10-21,4757
2019-10-22,5142
2019-10-23,6162
2019-10-24,4963
2019-10-25,8755
2019-10-26,18231
2019-10-27,17314
2019-10-28,3940
2019-10-29,4413
2019-10-30,13567
2019-10-31,4636
2019-11-01,3899
2019-11-02,14467
2019-11-03,12389
2019-11-04,4418
2019-11-05,3885
2019-11-06,3527
2019-11-07,4014
2019-11-08,5033
2019-11-09,12826
2019-11-10,9747
2019-11-11,2685
2019-11-12,3308
2019-11-13,1521
2019-11-14,4331
2019-11-15,1059
2019-11-16,6680
2019-11-17,1503
2019-11-18,1334
2019-11-19,3425
2019-11-20,1471
2019-11-21,1601
2019-11-22,2141
2019-11-23,8282
2019-11-24,4190
2019-11-25,1363
2019-11-26,1818
2019-11-27,1664
2019-11-28,1482
2019-11-29,18573
2019-11-30,4168
2019-12-01,1038
2019-12-02,1015
2019-12-03,898
2019-12-04,992
2019-12-05,907
2019-12-06,609
2019-12-07,1528
2019-12-08,2324
2019-12-09,823
2019-12-10,910
2019-12-11,847
2019-12-12,1355
2019-12-13,951
2019-12-14,2384
2019-12-15,3689
2019-12-16,1286
2019-12-17,675
2019-12-18,1780
2019-12-19,981
2019-12-20,927
2019-12-21,1863
2019-12-22,2169
2019-12-23,901
2019-12-24,1161
2019-12-25,3060
2019-12-26,750
2019-12-27,1504
2019-12-28,2312
2019-12-29,7115
2019-12-30,1065
